TransactionType,TransactionDuration,TimeSinceLastTransaction,TransactionPerDay,LoginAttempts,Cluster
Debit,20.0,51635254.0,1.0,Low,0
Debit,41.0,38415422.0,1.0,Low,0
Debit,124.0,47143393.0,1.0,Low,0
Credit,63.0,26581502.0,1.0,Low,0
Debit,143.0,55264154.0,1.0,Low,0
Debit,221.0,43342049.0,1.0,High,2
Credit,24.0,33142547.0,1.0,Low,0
Debit,152.0,44466378.0,1.0,Low,0
Debit,135.0,28742718.0,1.0,Low,0
Debit,127.0,28047992.0,1.0,Low,0
Credit,112.0,29519347.0,1.0,Low,0
Debit,192.0,26833196.0,1.0,Low,0
Credit,161.0,45675904.0,1.0,Low,0
Credit,177.0,30549719.0,1.0,Low,0
Debit,60.0,29947790.0,1.0,Low,0
Debit,159.0,49474858.0,1.0,Low,0
Debit,24.0,53449857.0,1.0,Low,0
Debit,88.0,28826770.0,1.0,Low,0
Debit,29.0,31419985.0,1.0,Low,0
Debit,144.0,54055896.0,1.0,Low,0
Credit,175.0,50083218.0,1.0,Low,0
Credit,252.0,34958588.0,1.0,Low,0
Debit,23.0,40830991.0,1.0,Low,0
Debit,19.0,33840637.0,1.0,Low,0
Debit,191.0,41441462.0,1.0,Low,0
Debit,165.0,36599267.0,1.0,Low,0
Debit,235.0,37381455.0,1.0,Low,0
Debit,286.0,36859017.0,1.0,Low,0
Debit,190.0,50509262.0,1.0,Low,0
Debit,217.0,49903304.0,1.0,Low,0
Debit,93.0,32629843.0,1.0,Low,0
Credit,100.0,31677851.0,1.0,Low,0
Debit,152.0,29001591.0,1.0,Low,0
Debit,186.0,53101751.0,1.0,Low,0
Credit,44.0,48346892.0,1.0,Low,0
Debit,40.000000000000014,33839600.0,1.0,Low,0
Debit,152.0,29862616.0,1.0,Low,0
Debit,164.0,47402364.0,1.0,Low,0
Credit,175.0,43774220.0,1.0,Low,0
Debit,274.0,55003023.0,1.0,Low,0
Debit,292.0,38678308.0,1.0,Low,0
Debit,68.0,33235084.0,1.0,Low,0
Credit,24.0,36859950.0,1.0,Low,0
Debit,115.0,52932279.0,1.0,Low,0
Credit,66.0,34874321.0,1.0,Low,0
Debit,161.0,37467018.0,1.0,Low,0
Debit,164.0,52929407.0,2.0,Low,1
Debit,168.0,28395016.0,1.0,Low,0
Credit,129.0,31680188.0,1.0,Low,0
Credit,138.0,47664477.0,1.0,Low,0
Debit,53.0,33661881.0,1.0,Low,0
Debit,119.0,30643864.0,1.0,Low,0
Debit,47.0,51031967.0,1.0,Low,0
Debit,55.0,52410455.0,1.0,Low,0
Credit,12.0,51804939.0,1.0,Low,0
Debit,42.0,39881879.0,1.0,Low,0
Debit,161.0,28738617.0,1.0,Low,0
Debit,63.0,27784561.0,1.0,Low,0
Debit,104.0,44116606.0,1.0,Low,0
Debit,23.0,45586892.0,1.0,Low,0
Debit,100.0,52497913.0,1.0,Low,0
Credit,96.0,32281625.0,2.0,Low,1
Credit,152.0,50512554.0,1.0,Low,0
Debit,26.0,50168878.0,1.0,Low,0
Debit,120.0,27186329.0,1.0,Low,0
Debit,92.0,43338098.0,2.0,Low,1
Debit,144.0,41004843.0,1.0,Low,0
Debit,285.0,40838745.0,1.0,Low,0
Debit,64.0,51722270.0,1.0,Low,0
Credit,17.0,46189158.0,1.0,Low,0
Debit,66.0,49217608.0,1.0,Low,0
Credit,159.0,45930320.0,1.0,Low,0
Debit,221.0,29001448.0,1.0,Low,0
Debit,28.0,50169882.0,1.0,Low,0
Debit,159.0,55609426.0,1.0,Low,0
Debit,150.0,51638357.0,1.0,Low,0
Debit,37.0,52237726.0,1.0,Low,0
Credit,87.0,50169539.0,1.0,Low,0
Credit,162.0,56645436.0,1.0,Low,0
Debit,181.0,46966475.0,2.0,Low,1
Debit,102.0,34263700.0,1.0,Low,0
Credit,102.0,45242169.0,1.0,Low,0
Debit,88.0,34962913.0,1.0,Low,0
Credit,169.0,37122123.0,1.0,Low,0
Debit,26.0,48613530.0,1.0,Low,0
Debit,42.0,31418047.0,1.0,Low,0
Debit,40.000000000000014,26578137.0,1.0,Low,0
Debit,69.0,55866763.0,1.0,Low,0
Debit,93.0,49299813.0,1.0,Low,0
Credit,109.0,48178913.0,1.0,Low,0
Debit,177.0,51201294.0,1.0,Low,0
Debit,146.0,38069989.0,1.0,Low,0
Debit,19.0,53452056.0,1.0,Low,0
Credit,93.0,54315986.0,1.0,Low,0
